BuqueId,Nombre,IMO,MMSI,DistintivoLLamada,NacionalidadId,TipoImpuestoId,Descuento,TipoBuqueId,ConsignatarioId,NavieraId,GT,Eslora,Manga,Guinda,Puntal,CaladoVerano,PropulsorProaNumero,PropulsorProaPotencia,PropulsorPopaNumero,PropulsorPopaPotencia,MotorPrincipalNumero,MotorPrincipalPotencia,HeliceProaNumero,HeliceProaTipoId,HeliceProaGiroId,EfectoHeliceId,TimonId,TipoMaquinaId,Construccion,Observaciones,ObservacionesSeguridad,FechaAlta,FechaActualizacion,Velocidad,RemolcadoresRecomendados,TarifaEspecifica,NumeroTimones,AnguloMaximoTimon,SuperficieVelica,PuertoMatriculaId,TipoPropulsionId
5492,ANDROMEDA OCEAN,9798844,NULL,3ERX5,171,1,0.00,69,104,1115,43291,229.00,32.26,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-08 13:59:27.867,2018-04-08 20:56:47.937,0.00,0,0,NULL,0,0,NULL,NULL
5493,Taokas Wisdom,9338577,NULL,3EQV2,171,1,0.00,90,116,1115,19822,175.53,29.40,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2008,NULL,NULL,2018-04-08 20:56:49.393,2018-04-08 20:56:48.073,0.00,0,0,NULL,0,0,NULL,NULL
5494,HHL TYNE,9433274,NULL,D5EW5,126,1,0.00,92,115,1115,9627,138.51,21.00,NULL,11.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,26/04/2009,NULL,NULL,2018-04-08 20:56:49.503,2018-05-19 07:02:47.573,12.00,0,0,NULL,0,0,NULL,NULL
5495,NBA MAGRITTE,9512331,NULL,9HA3255,138,1,0.00,69,106,1115,43013,228.99,32.26,NULL,20.05,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/03/2013,NULL,NULL,2018-04-08 20:56:49.533,2018-04-09 07:19:07.440,0.00,0,0,NULL,0,0,NULL,NULL
5496,ARGONAUT,9717694,NULL,V7MK8,139,1,0.00,81,115,1115,44034,190.00,50.00,NULL,50.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-09 07:19:08.077,2018-04-09 21:34:42.330,0.00,0,0,NULL,0,0,NULL,NULL
5497,MSC CARINA,9625944,NULL,3FDY5,171,1,0.00,90,104,1115,62704,253.51,43.00,NULL,19.80,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2013,NULL,NULL,2018-04-09 11:01:09.140,2018-04-09 21:31:48.103,0.00,0,0,NULL,0,0,NULL,NULL
5498,KM VANCOUVER,9767560,NULL,D5LF2,126,1,0.00,90,109,1115,35826,199.99,32.24,NULL,19.15,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-09 11:01:09.267,2018-04-09 16:03:32.247,0.00,0,0,NULL,0,0,NULL,NULL
5499,Kang Shun,9285079,NULL,VRAA2,100,1,0.00,81,97,1115,30963,189.00,32.00,NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,12889,NULL,NULL,NULL,NULL,NULL,NULL,01/05/2004,NULL,NULL,2018-04-09 12:03:57.500,2018-04-10 07:33:32.063,0.00,0,0,NULL,0,0,NULL,NULL
5500,BRITISH HERITAGE,9682980,NULL,2ICJ3,235,1,0.00,88,111,1115,85445,274.00,49.00,NULL,17.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-10 13:46:03.153,2018-09-14 18:11:16.757,0.00,0,0,NULL,0,0,NULL,NULL
5501,PRIBOY,8033053,NULL,V3PR4,23,1,0.00,105,119,1115,4379,103.00,16.00,NULL,10.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1981,NULL,NULL,2018-04-10 23:09:09.903,2018-04-10 23:09:09.330,0.00,0,0,NULL,0,0,NULL,NULL
5502,NIPPON MARU,9478949,NULL,3FDA7,171,1,0.00,98,104,1115,31244,190.00,32.26,NULL,17.90,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2011,NULL,NULL,2018-04-10 23:09:10.030,2018-04-10 23:09:09.453,0.00,0,0,NULL,0,0,NULL,NULL
5503,SCARLET ISLAND,9687681,NULL,3FQR,171,1,0.00,90,115,1115,42995,228.99,32.26,NULL,20.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-11 07:43:08.187,2018-04-11 13:40:24.690,0.00,0,0,NULL,0,0,NULL,NULL
5504,SEAMERIDIAN,9462897,NULL,VRIK8,100,1,0.00,88,115,1115,30241,183.30,32.20,NULL,18.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2011,NULL,NULL,2018-04-11 21:21:26.673,2018-04-12 10:36:42.427,0.00,0,0,NULL,0,0,NULL,NULL
5505,AGIOS FANOURIOS,9465368,NULL,D5NZ7,126,1,0.00,90,115,NULL,21650,178.90,28.80,NULL,14.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2009,NULL,NULL,2018-04-11 21:21:32.377,2018-04-17 14:55:20.850,0.00,0,0,NULL,0,0,NULL,NULL
5506,Azzura,9294197,NULL,VRAC6,139,1,0.00,90,108,1115,29407,189.00,32.00,NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,11013,NULL,NULL,NULL,NULL,NULL,NULL,01/06/2004,NULL,NULL,2018-04-12 10:29:39.357,2018-07-16 14:33:17.937,0.00,0,0,NULL,0,0,NULL,NULL
5507,maha roos,9231004,NULL,ELZQ5,126,1,0.00,81,104,1115,38731,225.00,32.26,NULL,19.30,NULL,NULL,NULL,NULL,NULL,NULL,12700,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2002,NULL,NULL,2018-04-12 10:29:39.467,2018-04-12 13:55:50.493,14.00,0,0,NULL,0,0,NULL,NULL
5508,ATLANTIC,9573634,NULL,PCIR,157,1,0.00,83,104,1115,2981,104.59,15.60,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2011,NULL,NULL,2018-04-12 23:11:59.150,2018-09-07 21:06:46.253,0.00,0,0,NULL,0,0,NULL,NULL
5509,CLIPPER TARPON,9406099,NULL,C6YD4,139,1,0.00,81,109,1115,19972,178.70,28.00,NULL,14.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,30/10/2010,NULL,NULL,2018-04-12 23:11:59.277,2018-05-13 21:37:17.490,0.00,0,0,NULL,0,0,NULL,NULL
5510,SEAVOYAGER,9318096,NULL,9HUM8,138,1,0.00,88,116,1115,81339,274.26,48.04,NULL,23.10,NULL,NULL,NULL,NULL,NULL,NULL,25320,NULL,NULL,NULL,NULL,NULL,NULL,01/07/2007,NULL,NULL,2018-04-12 23:11:59.323,2018-09-30 07:04:14.847,0.00,0,0,NULL,0,0,NULL,NULL
5511,UAL LOBITO,9265653,NULL,PBJZ,157,1,0.00,92,106,1115,3153,90.00,15.20,NULL,6.60,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2003,NULL,NULL,2018-04-12 23:11:59.340,2018-07-24 09:51:00.443,0.00,0,0,NULL,0,0,NULL,NULL
5512,SAMOS WARRIOR,9579626,NULL,SVCA2,86,1,0.00,81,104,1115,44027,229.00,32.00,NULL,20.10,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-12 23:20:37.530,2018-04-12 23:20:36.827,0.00,0,0,NULL,0,0,NULL,NULL
5513,MAGDALENA,8822600,NULL,V2PG8,10,1,0.00,83,137,1115,2371,88.00,13.00,NULL,7.00,NULL,NULL,NULL,NULL,NULL,NULL,2298,NULL,NULL,NULL,NULL,NULL,NULL,01/07/1990,NULL,NULL,2018-04-13 11:39:03.743,2018-04-13 21:12:33.703,0.00,0,0,NULL,0,0,NULL,NULL
5514,SANT YAGO TRES,8919427,NULL,TGSY3,91,1,0.00,91,120,1115,2109,79.80,13.50,NULL,6.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1991,NULL,NULL,2018-04-13 11:39:04.070,2018-07-17 13:58:29.043,0.00,0,0,NULL,0,0,NULL,NULL
5515,Seabed Worker,9533244,NULL,LAGI7,166,1,0.00,86,109,1115,3923,88.80,16.00,NULL,9.12,NULL,NULL,NULL,NULL,NULL,NULL,9332,NULL,NULL,NULL,NULL,NULL,NULL,23/03/2009,NULL,NULL,2018-04-13 11:39:04.227,2018-04-14 14:49:37.473,0.00,0,0,NULL,0,0,NULL,NULL
5516,SAKIZAYA KALON,9749908,NULL,3FEC3,171,1,0.00,90,104,1115,44425,229.00,32.00,NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2017,NULL,NULL,2018-04-13 11:39:04.447,2018-04-13 21:21:39.493,0.00,0,0,NULL,0,0,NULL,NULL
5517,AKADEMIK PRIMAKOV,9187514,NULL,UBCQ4,183,1,0.00,96,104,1115,8369,93.20,23.90,NULL,9.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1999,NULL,NULL,2018-04-13 21:15:22.297,2018-04-14 11:52:59.633,0.00,0,0,NULL,0,0,NULL,NULL
5518,NORDIC THUNDER,9797228,NULL,V7LJ2,139,1,0.00,104,106,1115,81308,277.00,48.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2017,NULL,NULL,2018-04-14 06:58:44.560,2018-04-14 08:25:18.503,0.00,0,0,NULL,0,0,NULL,NULL
5519,SBI HERCULES,9705342,NULL,D5KQ3,126,1,0.00,83,104,1115,36421,199.90,32.26,NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2016,NULL,NULL,2018-04-14 06:58:44.717,2018-04-14 14:49:37.457,0.00,0,0,NULL,0,0,NULL,NULL
5520,KAYA,9250385,NULL,UCAJ,183,1,0.00,83,126,1115,6577,129.00,17.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,15/11/2002,NULL,NULL,2018-04-14 14:49:38.073,2018-05-21 07:34:11.283,12.00,0,0,NULL,0,0,NULL,NULL
5521,PAN JOY,9468748,NULL,3FFY4,171,1,0.00,90,126,1115,92071,291.80,45.00,NULL,24.75,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-14 14:49:38.213,2018-04-14 14:49:37.650,0.00,0,0,NULL,0,0,NULL,NULL
5522,Statengracht,9288045,NULL,PHAQ,157,1,0.00,92,124,1115,16676,172.60,25.30,NULL,14.60,NULL,NULL,NULL,NULL,NULL,NULL,16404,NULL,NULL,NULL,NULL,NULL,NULL,01/07/2004,NULL,NULL,2018-04-14 14:49:38.227,2018-07-09 16:54:20.037,18.00,0,0,NULL,0,0,NULL,NULL
5523,TARTARUGA DO MAR I,NULL,NULL,PRFV,178,1,0.00,99,97,1115,46,18.15,9.07,NULL,3.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-04-14 20:50:54.000,2018-04-17 11:13:02.233,0.00,0,0,NULL,0,0,NULL,NULL
5524,BLUE ROSE,9335915,NULL,V7JR4,139,1,0.00,100,142,1115,24112,183.00,27.40,NULL,16.80,NULL,NULL,NULL,NULL,NULL,NULL,8000,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-14 20:50:54.727,2018-04-14 20:50:54.043,14.00,0,0,NULL,0,0,NULL,NULL
5525,ANDREA,8008187,NULL,YJTK5,240,1,0.00,101,128,1115,397,39.00,0.00,NULL,4.73,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1981,NULL,NULL,2018-04-15 07:51:02.680,2018-04-15 12:54:04.977,0.00,0,0,NULL,0,0,NULL,NULL
5526,AKADEMIK ALEKSANDR KARPINSKIY,8227238,NULL,UIZO,183,1,0.00,96,129,1115,4430,104.50,16.00,NULL,10.22,NULL,NULL,NULL,NULL,NULL,NULL,5148,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1984,NULL,NULL,2018-04-15 11:56:01.393,2018-04-16 08:15:33.500,13.00,0,0,NULL,0,0,NULL,NULL
5527,MSC FLORIANA,8521397,NULL,H3HP,171,1,0.00,82,103,1115,21648,187.41,28.43,NULL,15.52,NULL,NULL,NULL,NULL,NULL,NULL,10684,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1986,NULL,NULL,2018-04-15 11:56:01.533,2018-06-17 20:44:57.037,20.00,0,0,NULL,0,0,NULL,NULL
5528,BULK CASTOR,9725586,NULL,NULL,171,1,0.00,56,115,NULL,38227,200.00,36.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,NULL,NULL,2018-04-15 12:54:11.443,NULL,0.00,0,0,NULL,0,0,NULL,NULL
5529,NAVIG8 AMAZONITE,9719769,NULL,V7GX6,139,1,0.00,98,104,1115,23676,184.00,27.44,NULL,17.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2015,NULL,NULL,2018-04-16 07:51:46.883,2018-04-16 08:15:33.513,0.00,0,0,NULL,0,0,NULL,NULL
5530,Simge Aksoy,9373618,NULL,9HBV9,138,1,0.00,81,115,1115,32474,190.00,32.00,NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,12889,NULL,NULL,NULL,NULL,NULL,NULL,01/08/2006,NULL,NULL,2018-04-16 14:16:17.977,2018-04-16 20:10:47.267,0.00,0,0,NULL,0,0,NULL,NULL
5531,YM EFFORT,9389239,NULL,VREM4,100,1,0.00,90,106,1115,43408,225.00,32.25,NULL,19.90,14.40,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2008,NULL,NULL,2018-04-16 14:16:18.100,2018-04-16 20:10:47.267,0.00,0,0,NULL,0,0,NULL,NULL
5532,MBA Future,9494084,NULL,IBWM,110,1,0.00,90,120,1115,43024,229.00,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2009,NULL,NULL,2018-04-16 21:03:32.350,2018-04-17 15:56:59.677,0.00,0,0,NULL,0,0,NULL,NULL
5533,VERONICA,9256810,NULL,EITH3,107,1,0.00,91,133,1115,1632,61.00,13.20,NULL,8.15,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2002,NULL,NULL,2018-04-16 21:03:32.443,2018-07-14 07:14:27.703,0.00,0,0,NULL,0,0,NULL,NULL
5534,SEA SPIRIT,8802868,NULL,C6PJ8,17,1,0.00,95,104,1115,4200,90.00,15.27,NULL,5.14,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1991,NULL,NULL,2018-04-16 21:03:32.460,2018-04-16 23:54:25.743,0.00,0,0,NULL,0,0,NULL,NULL
5535,GREEN CHILE,8912156,NULL,C6WH7,17,1,0.00,87,101,1115,7743,131.25,19.60,NULL,12.85,6.50,NULL,NULL,NULL,NULL,NULL,8100,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1992,NULL,NULL,2018-04-16 21:03:32.490,2018-04-17 07:20:58.600,19.50,0,0,NULL,0,0,NULL,NULL
5536,BLUE AKIHABARA,9696785,NULL,3FHZ3,171,1,0.00,90,109,1115,34617,199.90,32.24,NULL,18.60,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2017,NULL,NULL,2018-04-16 21:03:32.507,2018-04-17 09:45:24.193,0.00,0,0,NULL,0,0,NULL,NULL
5537,VINAYAK,9493951,NULL,NULL,200,1,0.00,56,123,NULL,32287,186.00,32.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009,NULL,NULL,2018-04-16 23:54:31.967,NULL,0.00,0,0,NULL,0,0,NULL,NULL
5538,SAN ELPIDIO,8814902,NULL,3FWT,171,1,0.00,87,297,1115,4579,117.40,16.40,NULL,8.00,5.50,NULL,NULL,NULL,NULL,NULL,4118,NULL,NULL,NULL,NULL,NULL,NULL,10/01/1988,NULL,NULL,2018-04-17 07:20:59.000,2018-08-31 16:28:53.357,15.00,0,0,NULL,0,0,NULL,NULL
5539,MOUNT KIBO,9470997,NULL,A8UM8,126,1,0.00,88,100,1115,23313,184.00,27.43,NULL,17.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/03/2010,NULL,NULL,2018-04-17 07:21:00.020,2018-06-02 10:33:35.980,0.00,0,0,NULL,0,0,NULL,NULL
5540,LUXIA,,NULL,EA8536,209,1,0.00,99,111,1115,29,14.27,4.54,NULL,2.29,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2005,NULL,NULL,2018-04-17 09:45:24.873,2018-04-17 19:08:40.520,0.00,0,0,NULL,0,0,NULL,NULL
5541,TRUSTN TRADER I,9652571,NULL,DUHI,175,1,0.00,81,126,1115,43692,230.00,32.26,NULL,20.01,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2015,NULL,NULL,2018-04-17 09:45:25.233,2018-04-17 19:08:40.487,0.00,0,0,NULL,0,0,NULL,NULL
5542,Papenburg,8500599,NULL,CQCB,178,1,0.00,83,97,1115,4887,104.00,20.50,NULL,8.90,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/03/1986,NULL,NULL,2018-04-17 09:45:25.310,2018-04-17 15:56:59.583,8.00,0,0,NULL,0,0,NULL,NULL
5543,NS Concept,9299707,NULL,A8FD8,126,1,0.00,88,129,1115,57248,243.98,0.00,NULL,21.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2005,NULL,NULL,2018-04-17 09:45:25.343,2018-04-17 09:45:24.557,0.00,0,0,NULL,0,0,NULL,NULL
5544,SC Lotta,9425461,NULL,A8QO8,126,1,0.00,81,115,1115,88397,288.00,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-04-17 22:44:16.000,2018-04-18 07:16:30.817,0.00,0,0,NULL,0,0,NULL,NULL
5545,ANDRE REBOUCAS,9453846,NULL,PPXS,32,1,0.00,88,115,1115,81429,265.00,48.00,NULL,23.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-17 22:44:17.020,2018-04-18 09:34:59.287,0.00,0,0,NULL,0,0,NULL,NULL
5546,ERMAK,8502119,NULL,UFBE,183,1,0.00,83,106,1115,6418,131.60,19.50,NULL,8.80,NULL,NULL,NULL,NULL,NULL,NULL,4690,NULL,NULL,NULL,NULL,NULL,NULL,01/02/1999,NULL,NULL,2018-04-17 22:44:17.037,2018-04-18 16:56:03.730,13.20,0,0,NULL,0,0,NULL,NULL
5547,NAVIG8 STRENGTH,9418145,NULL,V7SL8,139,1,0.00,88,104,1115,30075,183.06,32.00,NULL,19.10,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2009,NULL,NULL,2018-04-18 13:50:29.847,2018-04-18 16:56:03.867,0.00,0,0,NULL,0,0,NULL,NULL
5548,SAGE SYMPHONY,9596167,NULL,D5OL6,126,1,0.00,90,109,NULL,32311,190.00,32.00,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-18 13:50:32.003,2018-04-18 16:56:03.937,0.00,0,0,NULL,0,0,NULL,NULL
5549,WISBY CEDAR,9426491,NULL,LAFC7,166,1,0.00,88,108,1115,4776,99.00,18.00,NULL,9.00,NULL,NULL,NULL,NULL,NULL,NULL,3977,NULL,NULL,NULL,NULL,NULL,NULL,01/06/2010,NULL,NULL,2018-04-18 16:56:05.183,2018-04-18 16:56:03.920,0.00,0,0,NULL,0,0,NULL,NULL
5550,MSC NADRIELY,9149328,NULL,D5HX2,126,1,0.00,82,103,1115,25608,208.12,29.80,NULL,16.40,NULL,NULL,NULL,NULL,NULL,NULL,26934,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1998,NULL,NULL,2018-04-18 21:35:07.913,2018-04-18 21:35:07.133,20.00,0,0,NULL,0,0,NULL,NULL
5551,ALCMENE,9452268,NULL,5BWR4,59,1,0.00,88,108,1115,5031,100.12,18.00,NULL,6.16,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2010,NULL,NULL,2018-04-18 21:35:08.040,2018-04-19 07:52:19.200,12.00,0,0,NULL,0,0,NULL,NULL
5552, DEEPWATER MYKONOS    EX-OCEAN RIG MYKONOS,9516882,NULL,V7VB5,139,1,0.00,102,106,1115,59610,227.80,42.00,NULL,19.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CAMBIA DE AGENTE EL 20-6-2019 A HAMILTON,NULL,2018-04-19 07:06:40.000,2019-09-24 07:20:51.443,0.00,0,0,NULL,0,0,NULL,NULL
5553,IVER AMBASSADOR,9768514,NULL,V7RR7,139,1,0.00,100,136,1115,7009,109.90,20.00,NULL,11.10,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2015,NULL,NULL,2018-04-19 09:52:24.077,2018-04-29 07:52:37.677,0.00,0,0,NULL,0,0,NULL,NULL
5554,SEAVALOUR,9315771,NULL,9HA2304,138,1,0.00,88,100,1115,29348,183.21,32.23,NULL,18.80,NULL,NULL,NULL,NULL,NULL,NULL,12900,NULL,NULL,NULL,NULL,NULL,NULL,24/11/2006,NULL,NULL,2018-04-19 12:02:52.007,2018-04-19 14:57:13.790,13.50,0,0,NULL,0,0,NULL,NULL
5555,BRASIL 2014,9623879,NULL,SVBS4,86,1,0.00,88,115,1115,83078,278.50,48.00,NULL,23.10,NULL,NULL,NULL,NULL,NULL,NULL,20666,NULL,NULL,NULL,NULL,NULL,NULL,23/04/2013,NULL,NULL,2018-04-19 12:02:52.210,2018-04-19 14:57:13.880,0.00,0,0,NULL,0,0,NULL,NULL
5556,FUJI BAY,8920141,NULL,A8OL6,126,1,0.00,87,101,1115,9070,148.50,20.60,NULL,12.80,NULL,NULL,NULL,NULL,NULL,NULL,6765,NULL,NULL,NULL,NULL,NULL,NULL,30/07/1990,No hay observaciones,No hay observaciones,2018-04-19 14:57:20.183,2018-04-19 14:57:13.857,17.20,0,0,NULL,0,0,NULL,NULL
5557,WELFINE,9587465,NULL,VRII7,100,1,0.00,90,126,1115,51265,229.20,38.04,NULL,20.70,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,2018-04-19 21:07:06.440,2018-04-19 21:07:00.390,0.00,0,0,NULL,0,0,NULL,NULL
5558,Evridiki,9318137,NULL,A8LA4,126,1,0.00,88,104,1115,84796,274.18,50.04,NULL,23.10,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2007,NULL,NULL,2018-04-19 21:07:06.643,2018-04-20 09:07:06.763,16.00,0,0,NULL,0,0,NULL,NULL
5559,OLD WINE,8300951,NULL,ICOM,110,1,0.00,98,142,1115,2137,91.00,14.00,NULL,6.00,NULL,NULL,NULL,NULL,NULL,NULL,5600,NULL,NULL,NULL,NULL,NULL,NULL,01/01/1983,NULL,NULL,2018-04-19 21:07:06.690,2018-04-20 09:07:06.787,9.20,0,0,NULL,0,0,NULL,NULL
5560,ARIS,9289520,NULL,C6UI6,17,1,0.00,88,104,1115,30053,186.00,32.20,NULL,18.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2005,NULL,NULL,2018-04-19 21:07:06.753,2018-05-03 07:43:05.793,0.00,0,0,NULL,0,0,NULL,NULL
5561,Theo T.,9262194,NULL,C6SY5,17,1,0.00,88,126,1115,40013,227.28,32.24,NULL,20.20,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2003,NULL,NULL,2018-04-20 20:54:21.210,2018-04-21 08:14:43.370,14.00,0,0,NULL,0,0,NULL,NULL
5562,AMALIYA,9312341,NULL,9HA2210,138,1,0.00,81,104,1115,16960,169.26,27.20,NULL,13.60,NULL,NULL,NULL,NULL,NULL,NULL,4970,NULL,NULL,NULL,NULL,NULL,NULL,01/06/2004,NULL,NULL,2018-04-20 20:54:21.443,2018-04-21 08:14:43.387,12.00,0,0,NULL,0,0,NULL,NULL
5563,SEAWAYS 22,9647954,NULL,9V9961,200,1,0.00,101,274,1115,1212,44.55,13.53,NULL,6.50,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2013,NULL,NULL,2018-04-20 20:54:21.490,2018-04-21 08:14:43.437,0.00,0,0,NULL,0,0,NULL,NULL
5564,AMILLA,9498561,NULL,V7BD8,139,1,0.00,56,111,NULL,34402,196.00,32.26,NULL,18.60,NULL,NULL,NULL,NULL,NULL,NULL,13560,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2011,NULL,NULL,2018-04-20 20:54:22.413,2018-04-21 07:01:27.323,13.50,0,0,NULL,0,0,NULL,NULL
5565,M/T NORDIC PASSAT,9229386,NULL,V7TR2,139,1,0.00,88,129,1115,84586,274.19,50.00,NULL,23.10,NULL,NULL,NULL,NULL,NULL,NULL,22790,NULL,NULL,NULL,NULL,NULL,NULL,19/08/2002,NULL,NULL,2018-04-21 08:14:49.377,2018-04-21 08:14:43.457,15.39,0,0,NULL,0,0,NULL,NULL
5566,STAR SIRIUS,9520883,NULL,V7EH3,139,1,0.00,81,126,1115,52186,240.00,38.00,NULL,19.95,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2011,NULL,NULL,2018-04-21 08:14:49.580,2018-04-22 12:49:27.487,0.00,0,0,NULL,0,0,NULL,NULL
5567,BREEZE,9455650,NULL,A8RW2,126,1,0.00,90,104,1115,32987,189.99,32.30,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,12889,NULL,NULL,NULL,NULL,NULL,NULL,01/12/2009,NULL,NULL,2018-04-21 11:19:59.140,2018-04-21 11:19:53.450,0.00,0,0,NULL,0,0,NULL,NULL
